"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 09:01:47 UTC 2024","Wed Feb 21 09:01:55 UTC 2024","7627","tests","test_UI","TestRegistration","","","test_register_user[chromium]",""
